Date,Company,Studio,Project,Category,Country,Country_code,OS,Counterparty,Amount_USD
2021-07-31,Red,Red2,Redman,Revenue from Ads,France,FRA,iOS,Bungle,209.9522133201893
2021-07-31,Red,Red2,Redman,Revenue from Ads,Russia,RUS,Amazon,Bungle,498.60588396366086
2021-07-31,Red,Red2,Redman,Revenue from Ads,Israel,ISR,Andriod,Bungle,97.49568296870171
2021-07-31,Red,Red2,Redman,Revenue from Ads,USA,USA,iOS,Maploving,1768.031399617196
2021-07-31,Red,Red2,Redman,Revenue from Ads,Japan,JPN,Amazon,Maploving,71.73226071363808
2021-07-31,Red,Red2,Redman,Revenue from Ads,China,CHN,Andriod,Maploving,185.67991895044412
2021-07-31,Red,Red2,Redman,Revenue from Ads,Germany,DEU,iOS,Maploving,109.86358532653526
2021-07-31,Red,Red2,Redman,Revenue from Ads,Brazil,BRA,Amazon,Maploving,28.3298098997814
2021-07-31,Red,Red2,Redman,Revenue from Ads,Argentina,ARG,Andriod,Maploving,50.320280402270406
2021-07-31,Red,Red2,Redman,Revenue from Ads,Mexico,MEX,iOS,Maploving,81.24620212536053
2021-07-31,Red,Red2,Redman,Revenue from Ads,Austria,AUT,Amazon,Maploving,47.25488642877425
2021-07-31,Red,Red2,Redman,Revenue from Ads,France,FRA,Andriod,Maploving,54.1227143063694
2021-07-31,Red,Red2,Redman,Revenue from Ads,Russia,RUS,iOS,Maploving,132.80691323649316
2021-07-31,Red,Red2,Redman,Revenue from Ads,Israel,ISR,Amazon,Maploving,27.658074893987195
2021-08-31,Red,Red2,Redman,Revenue from Ads,USA,USA,Andriod,Moogle+,5328.400820653445
2021-08-31,Red,Red2,Redman,Revenue from Ads,Japan,JPN,iOS,Moogle+,227.5241609757137
2021-08-31,Red,Red2,Redman,Revenue from Ads,China,CHN,Amazon,Moogle+,486.8493296745346
2021-08-31,Red,Red2,Redman,Revenue from Ads,Germany,DEU,Andriod,Moogle+,284.422949375108
2021-08-31,Red,Red2,Redman,Revenue from Ads,Brazil,BRA,iOS,Moogle+,70.53210296961244
2021-08-31,Red,Red2,Redman,Revenue from Ads,Argentina,ARG,Amazon,Moogle+,133.01848389474512
2021-08-31,Red,Red2,Redman,Revenue from Ads,Mexico,MEX,Andriod,Moogle+,224.19906377268552
2021-08-31,Red,Red2,Redman,Revenue from Ads,Austria,AUT,iOS,Moogle+,132.91360379390468
2021-08-31,Red,Red2,Redman,Revenue from Ads,France,FRA,Amazon,Moogle+,155.56443691364547
2021-08-31,Red,Red2,Redman,Revenue from Ads,Russia,RUS,Andriod,Moogle+,378.2324785175658
2021-08-31,Red,Red2,Redman,Revenue from Ads,Israel,ISR,iOS,Moogle+,66.65708305136815
2021-08-31,Red,Red2,Redman,Revenue from Ads,USA,USA,Amazon,Bungle,3754.442563631996
2021-08-31,Red,Red2,Redman,Revenue from Ads,Japan,JPN,Andriod,Bungle,171.0292217591564
2021-08-31,Red,Red2,Redman,Revenue from Ads,China,CHN,iOS,Bungle,410.60879039203246
2021-08-31,Red,Red2,Redman,Revenue from Ads,Germany,DEU,Amazon,Bungle,213.8736194915311
2021-08-31,Red,Red2,Redman,Revenue from Ads,Brazil,BRA,Andriod,Bungle,56.11693831961585
2021-08-31,Red,Red2,Redman,Revenue from Ads,Argentina,ARG,iOS,Bungle,124.71951150707685
2021-08-31,Red,Red2,Redman,Revenue from Ads,Mexico,MEX,Amazon,Bungle,179.44344205351334
2021-08-31,Red,Red2,Redman,Revenue from Ads,Austria,AUT,Andriod,Bungle,114.12989452325985
2021-08-31,Red,Red2,Redman,Revenue from Ads,France,FRA,iOS,Bungle,116.71333226414393
2021-08-31,Red,Red2,Redman,Revenue from Ads,Russia,RUS,Amazon,Bungle,267.2283063699559
2021-08-31,Red,Red2,Redman,Revenue from Ads,Israel,ISR,Andriod,Bungle,55.36701513713042
2021-08-31,Red,Red2,Redman,Revenue from Ads,USA,USA,iOS,Maploving,950.5127164336561
2021-08-31,Red,Red2,Redman,Revenue from Ads,Japan,JPN,Amazon,Maploving,45.27580232381453
2021-08-31,Red,Red2,Redman,Revenue from Ads,China,CHN,Andriod,Maploving,105.19027889496768
2021-08-31,Red,Red2,Redman,Revenue from Ads,Germany,DEU,iOS,Maploving,59.6449362189108
2021-08-31,Red,Red2,Redman,Revenue from Ads,Brazil,BRA,Amazon,Maploving,13.560267538106904
2021-08-31,Red,Red2,Redman,Revenue from Ads,Argentina,ARG,Andriod,Maploving,29.401180963011626
2021-08-31,Red,Red2,Redman,Revenue from Ads,Mexico,MEX,iOS,Maploving,44.877179678665684
2021-08-31,Red,Red2,Redman,Revenue from Ads,Austria,AUT,Amazon,Maploving,28.25719265885072
2021-08-31,Red,Red2,Redman,Revenue from Ads,France,FRA,Andriod,Maploving,30.951157171824995
2021-08-31,Red,Red2,Redman,Revenue from Ads,Russia,RUS,iOS,Maploving,73.15523245247172
2021-08-31,Red,Red2,Redman,Revenue from Ads,Israel,ISR,Amazon,Maploving,15.283708261629625
2021-09-30,Red,Red2,Redman,Revenue from Ads,USA,USA,Andriod,Moogle+,6342.550464853667
2021-09-30,Red,Red2,Redman,Revenue from Ads,Japan,JPN,iOS,Moogle+,311.58655344635395
2021-09-30,Red,Red2,Redman,Revenue from Ads,China,CHN,Amazon,Moogle+,733.048971659658
2021-09-30,Red,Red2,Redman,Revenue from Ads,Germany,DEU,Andriod,Moogle+,412.8846318333456
2021-09-30,Red,Red2,Redman,Revenue from Ads,Brazil,BRA,iOS,Moogle+,105.51000341707267
2021-09-30,Red,Red2,Redman,Revenue from Ads,Argentina,ARG,Amazon,Moogle+,203.2478131362855
2021-09-30,Red,Red2,Redman,Revenue from Ads,Mexico,MEX,Andriod,Moogle+,300.6498501487353
2021-09-30,Red,Red2,Redman,Revenue from Ads,Austria,AUT,iOS,Moogle+,190.83471335380867
2021-09-30,Red,Red2,Redman,Revenue from Ads,France,FRA,Amazon,Moogle+,213.77057550393303
2021-09-30,Red,Red2,Redman,Revenue from Ads,Russia,RUS,Andriod,Moogle+,528.8143205426993
2021-09-30,Red,Red2,Redman,Revenue from Ads,Israel,ISR,iOS,Moogle+,93.9710137810455
2021-09-30,Red,Red2,Redman,Revenue from Ads,USA,USA,Amazon,Bungle,5409.748239327288
2021-09-30,Red,Red2,Redman,Revenue from Ads,Japan,JPN,Andriod,Bungle,228.36407078175353
2021-09-30,Red,Red2,Redman,Revenue from Ads,China,CHN,iOS,Bungle,521.770939669803
2021-09-30,Red,Red2,Redman,Revenue from Ads,Germany,DEU,Amazon,Bungle,316.10648540039176
2021-09-30,Red,Red2,Redman,Revenue from Ads,Brazil,BRA,Andriod,Bungle,81.87935079020792
2021-09-30,Red,Red2,Redman,Revenue from Ads,Argentina,ARG,iOS,Bungle,157.40520319421316
2021-09-30,Red,Red2,Redman,Revenue from Ads,Mexico,MEX,Amazon,Bungle,221.78167730223655
2021-09-30,Red,Red2,Redman,Revenue from Ads,Austria,AUT,Andriod,Bungle,171.13433021317553
2021-09-30,Red,Red2,Redman,Revenue from Ads,France,FRA,iOS,Bungle,165.7444316377077
2021-09-30,Red,Red2,Redman,Revenue from Ads,Russia,RUS,Amazon,Bungle,423.529599971459
2021-09-30,Red,Red2,Redman,Revenue from Ads,Israel,ISR,Andriod,Bungle,83.33386318371709
2021-09-30,Red,Red2,Redman,Revenue from Ads,USA,USA,iOS,Maploving,1486.2673788117788
2021-09-30,Red,Red2,Redman,Revenue from Ads,Japan,JPN,Amazon,Maploving,57.050441425087136
2021-09-30,Red,Red2,Redman,Revenue from Ads,China,CHN,Andriod,Maploving,149.17301262267668
2021-09-30,Red,Red2,Redman,Revenue from Ads,Germany,DEU,iOS,Maploving,79.79054828480353
2021-09-30,Red,Red2,Redman,Revenue from Ads,Brazil,BRA,Amazon,Maploving,21.25547336576556
2021-09-30,Red,Red2,Redman,Revenue from Ads,Argentina,ARG,Andriod,Maploving,37.34481237789479
2021-09-30,Red,Red2,Redman,Revenue from Ads,Mexico,MEX,iOS,Maploving,64.07845451437299
2021-09-30,Red,Red2,Redman,Revenue from Ads,Austria,AUT,Amazon,Maploving,40.4698221893292
2021-09-30,Red,Red2,Redman,Revenue from Ads,France,FRA,Andriod,Maploving,37.110080734883304
2021-09-30,Red,Red2,Redman,Revenue from Ads,Russia,RUS,iOS,Maploving,105.74642524507138
2021-09-30,Red,Red2,Redman,Revenue from Ads,Israel,ISR,Amazon,Maploving,19.887743592453006
2021-10-31,Red,Red2,Redman,Revenue from Ads,USA,USA,Andriod,Moogle+,4493.525183727263
2021-10-31,Red,Red2,Redman,Revenue from Ads,Japan,JPN,iOS,Moogle+,221.52246876695153
2021-10-31,Red,Red2,Redman,Revenue from Ads,China,CHN,Amazon,Moogle+,525.1244716916034
2021-10-31,Red,Red2,Redman,Revenue from Ads,Germany,DEU,Andriod,Moogle+,256.18530466800985
2021-10-31,Red,Red2,Redman,Revenue from Ads,Brazil,BRA,iOS,Moogle+,62.77333271197719
2021-10-31,Red,Red2,Redman,Revenue from Ads,Argentina,ARG,Amazon,Moogle+,143.2552857905394
2021-10-31,Red,Red2,Redman,Revenue from Ads,Mexico,MEX,Andriod,Moogle+,204.3736008672873
2021-10-31,Red,Red2,Redman,Revenue from Ads,Austria,AUT,iOS,Moogle+,136.97511627301893
2021-10-31,Red,Red2,Redman,Revenue from Ads,France,FRA,Amazon,Moogle+,134.61315063995497
2021-10-31,Red,Red2,Redman,Revenue from Ads,Russia,RUS,Andriod,Moogle+,327.6145128101636
2021-10-31,Red,Red2,Redman,Revenue from Ads,Israel,ISR,iOS,Moogle+,69.88082827146128
2021-10-31,Red,Red2,Redman,Revenue from Ads,USA,USA,Amazon,Bungle,3571.708629069434
2021-10-31,Red,Red2,Redman,Revenue from Ads,Japan,JPN,Andriod,Bungle,168.19691001893258
2021-10-31,Red,Red2,Redman,Revenue from Ads,China,CHN,iOS,Bungle,354.6783353362442
2021-10-31,Red,Red2,Redman,Revenue from Ads,Germany,DEU,Amazon,Bungle,212.3398429260892
2021-10-31,Red,Red2,Redman,Revenue from Ads,Brazil,BRA,Andriod,Bungle,56.61652487285347
2021-10-31,Red,Red2,Redman,Revenue from Ads,Argentina,ARG,iOS,Bungle,120.06797542187769
2021-10-31,Red,Red2,Redman,Revenue from Ads,Mexico,MEX,Amazon,Bungle,169.9371502675335
2021-10-31,Red,Red2,Redman,Revenue from Ads,Austria,AUT,Andriod,Bungle,100.58607756720414
2021-10-31,Red,Red2,Redman,Revenue from Ads,France,FRA,iOS,Bungle,107.06691821064304
2021-10-31,Red,Red2,Redman,Revenue from Ads,Russia,RUS,Amazon,Bungle,268.70424576263326
2021-10-31,Red,Red2,Redman,Revenue from Ads,Israel,ISR,Andriod,Bungle,50.07115071405028
2021-10-31,Red,Red2,Redman,Revenue from Ads,USA,USA,iOS,Maploving,1023.0170750418572
2021-10-31,Red,Red2,Redman,Revenue from Ads,Japan,JPN,Amazon,Maploving,44.33607949331383
2021-10-31,Red,Red2,Redman,Revenue from Ads,China,CHN,Andriod,Maploving,91.78692787074873
2021-10-31,Red,Red2,Redman,Revenue from Ads,Germany,DEU,iOS,Maploving,51.65280969379098
2021-10-31,Red,Red2,Redman,Revenue from Ads,Brazil,BRA,Amazon,Maploving,13.000908845523195
2021-10-31,Red,Red2,Redman,Revenue from Ads,Argentina,ARG,Andriod,Maploving,28.78473106831025
2021-10-31,Red,Red2,Redman,Revenue from Ads,Mexico,MEX,iOS,Maploving,38.97331941465871
2021-10-31,Red,Red2,Redman,Revenue from Ads,Austria,AUT,Amazon,Maploving,25.425707476962526
2021-10-31,Red,Red2,Redman,Revenue from Ads,France,FRA,Andriod,Maploving,27.588673192722563
2021-10-31,Red,Red2,Redman,Revenue from Ads,Russia,RUS,iOS,Maploving,66.23287828291609
2021-10-31,Red,Red2,Redman,Revenue from Ads,Israel,ISR,Amazon,Maploving,12.965108634877959
2021-11-30,Red,Red2,Redman,Revenue from Ads,USA,USA,Andriod,Moogle+,11502.503966371547
2021-11-30,Red,Red2,Redman,Revenue from Ads,Japan,JPN,iOS,Moogle+,456.25308192099334
2021-11-30,Red,Red2,Redman,Revenue from Ads,China,CHN,Amazon,Moogle+,1037.6078942230035
2021-11-30,Red,Red2,Redman,Revenue from Ads,Germany,DEU,Andriod,Moogle+,626.4718592381678
2021-11-30,Red,Red2,Redman,Revenue from Ads,Brazil,BRA,iOS,Moogle+,172.3531940377262
2021-11-30,Red,Red2,Redman,Revenue from Ads,Argentina,ARG,Amazon,Moogle+,339.27134360187534
2021-11-30,Red,Red2,Redman,Revenue from Ads,Mexico,MEX,Andriod,Moogle+,492.6838709688476
2021-11-30,Red,Red2,Redman,Revenue from Ads,Austria,AUT,iOS,Moogle+,303.7025308041992
2021-11-30,Red,Red2,Redman,Revenue from Ads,France,FRA,Amazon,Moogle+,316.1330306439776
2021-11-30,Red,Red2,Redman,Revenue from Ads,Russia,RUS,Andriod,Moogle+,866.7542552470205
2021-11-30,Red,Red2,Redman,Revenue from Ads,Israel,ISR,iOS,Moogle+,172.35588722883108
2021-11-30,Red,Red2,Redman,Revenue from Ads,USA,USA,Amazon,Bungle,9310.87057521177
2021-11-30,Red,Red2,Redman,Revenue from Ads,Japan,JPN,Andriod,Bungle,408.6808013078593
2021-11-30,Red,Red2,Redman,Revenue from Ads,China,CHN,iOS,Bungle,909.065185036077
2021-11-30,Red,Red2,Redman,Revenue from Ads,Germany,DEU,Amazon,Bungle,542.7044552510847
2021-11-30,Red,Red2,Redman,Revenue from Ads,Brazil,BRA,Andriod,Bungle,132.45492589839466
2021-11-30,Red,Red2,Redman,Revenue from Ads,Argentina,ARG,iOS,Bungle,246.26115454226363
2021-11-30,Red,Red2,Redman,Revenue from Ads,Mexico,MEX,Amazon,Bungle,402.24460126339693
2021-11-30,Red,Red2,Redman,Revenue from Ads,Austria,AUT,Andriod,Bungle,256.43890151235587
2021-11-30,Red,Red2,Redman,Revenue from Ads,France,FRA,iOS,Bungle,235.36513128268538
2021-11-30,Red,Red2,Redman,Revenue from Ads,Russia,RUS,Amazon,Bungle,639.1953430109124
2021-11-30,Red,Red2,Redman,Revenue from Ads,Israel,ISR,Andriod,Bungle,130.29942490781738
2021-11-30,Red,Red2,Redman,Revenue from Ads,USA,USA,iOS,Maploving,2345.634100673449
2021-11-30,Red,Red2,Redman,Revenue from Ads,Japan,JPN,Amazon,Maploving,87.61952270935187
2021-11-30,Red,Red2,Redman,Revenue from Ads,China,CHN,Andriod,Maploving,221.90162486544475
2021-11-30,Red,Red2,Redman,Revenue from Ads,Germany,DEU,iOS,Maploving,136.54461022387832
2021-11-30,Red,Red2,Redman,Revenue from Ads,Brazil,BRA,Amazon,Maploving,29.246318663640743
2021-11-30,Red,Red2,Redman,Revenue from Ads,Argentina,ARG,Andriod,Maploving,62.641168074605844
2021-11-30,Red,Red2,Redman,Revenue from Ads,Mexico,MEX,iOS,Maploving,87.82777933015865
2021-11-30,Red,Red2,Redman,Revenue from Ads,Austria,AUT,Amazon,Maploving,65.37862508344506
2021-11-30,Red,Red2,Redman,Revenue from Ads,France,FRA,Andriod,Maploving,63.77569431089819
2021-11-30,Red,Red2,Redman,Revenue from Ads,Russia,RUS,iOS,Maploving,150.0336745349563
2021-11-30,Red,Red2,Redman,Revenue from Ads,Israel,ISR,Amazon,Maploving,34.36155474486169
2021-12-31,Red,Red2,Redman,Revenue from Ads,USA,USA,Andriod,Moogle+,8596.65122116108
2021-12-31,Red,Red2,Redman,Revenue from Ads,Japan,JPN,iOS,Moogle+,345.87671349514807
2021-12-31,Red,Red2,Redman,Revenue from Ads,China,CHN,Amazon,Moogle+,853.4966307586312
2021-12-31,Red,Red2,Redman,Revenue from Ads,Germany,DEU,Andriod,Moogle+,475.79610339830947
2021-12-31,Red,Red2,Redman,Revenue from Ads,Brazil,BRA,iOS,Moogle+,110.87279127253511
2021-12-31,Red,Red2,Redman,Revenue from Ads,Argentina,ARG,Amazon,Moogle+,220.06529224803867
2021-12-31,Red,Red2,Redman,Revenue from Ads,Mexico,MEX,Andriod,Moogle+,349.9107209764534
2021-12-31,Red,Red2,Redman,Revenue from Ads,Austria,AUT,iOS,Moogle+,210.04444425249264
2021-12-31,Red,Red2,Redman,Revenue from Ads,France,FRA,Amazon,Moogle+,226.11670289789927
2021-12-31,Red,Red2,Redman,Revenue from Ads,Russia,RUS,Andriod,Moogle+,591.3059128445026
2021-12-31,Red,Red2,Redman,Revenue from Ads,Israel,ISR,iOS,Moogle+,110.00081365522026
2021-12-31,Red,Red2,Redman,Revenue from Ads,USA,USA,Amazon,Bungle,6095.749349289957
2021-12-31,Red,Red2,Redman,Revenue from Ads,Japan,JPN,Andriod,Bungle,270.46404373858746
2021-12-31,Red,Red2,Redman,Revenue from Ads,China,CHN,iOS,Bungle,674.3686496260999
2021-12-31,Red,Red2,Redman,Revenue from Ads,Germany,DEU,Amazon,Bungle,333.150592836701
2021-12-31,Red,Red2,Redman,Revenue from Ads,Brazil,BRA,Andriod,Bungle,84.06966882669248
2021-12-31,Red,Red2,Redman,Revenue from Ads,Argentina,ARG,iOS,Bungle,181.179544352797
2021-12-31,Red,Red2,Redman,Revenue from Ads,Mexico,MEX,Amazon,Bungle,266.64894716912505
2021-12-31,Red,Red2,Redman,Revenue from Ads,Austria,AUT,Andriod,Bungle,196.21163221198762
2021-12-31,Red,Red2,Redman,Revenue from Ads,France,FRA,iOS,Bungle,173.98054424471118
2021-12-31,Red,Red2,Redman,Revenue from Ads,Russia,RUS,Amazon,Bungle,497.3379011860112
2021-12-31,Red,Red2,Redman,Revenue from Ads,Israel,ISR,Andriod,Bungle,95.9892969294655
2021-12-31,Red,Red2,Redman,Revenue from Ads,USA,USA,iOS,Maploving,1722.582780693902
2021-12-31,Red,Red2,Redman,Revenue from Ads,Japan,JPN,Amazon,Maploving,70.7347093741808
2021-12-31,Red,Red2,Redman,Revenue from Ads,China,CHN,Andriod,Maploving,148.1595364375127
2021-12-31,Red,Red2,Redman,Revenue from Ads,Germany,DEU,iOS,Maploving,89.95636388654127
2021-12-31,Red,Red2,Redman,Revenue from Ads,Brazil,BRA,Amazon,Maploving,22.906131579937416
2021-12-31,Red,Red2,Redman,Revenue from Ads,Argentina,ARG,Andriod,Maploving,43.01433888442821
2021-12-31,Red,Red2,Redman,Revenue from Ads,Mexico,MEX,iOS,Maploving,67.38679659433377
2021-12-31,Red,Red2,Redman,Revenue from Ads,Austria,AUT,Amazon,Maploving,49.63635680834056
2021-12-31,Red,Red2,Redman,Revenue from Ads,France,FRA,Andriod,Maploving,49.39095469117789
2021-12-31,Red,Red2,Redman,Revenue from Ads,Russia,RUS,iOS,Maploving,104.97097928600164
2021-12-31,Red,Red2,Redman,Revenue from Ads,Israel,ISR,Amazon,Maploving,21.72893775519814
2021-01-31,Red,Red2,Redman,UA,USA,USA,Andriod,MoogleAds,-83531.01303834016
2021-01-31,Red,Red2,Redman,UA,Japan,JPN,iOS,MoogleAds,-3564.6570008331882
2021-01-31,Red,Red2,Redman,UA,China,CHN,Amazon,MoogleAds,-8295.829992478677
2021-01-31,Red,Red2,Redman,UA,Germany,DEU,Andriod,MoogleAds,-4759.983524635688
2021-01-31,Red,Red2,Redman,UA,Brazil,BRA,iOS,MoogleAds,-1185.5409831266834
2021-01-31,Red,Red2,Redman,UA,Argentina,ARG,Amazon,MoogleAds,-2371.7117572379298
2021-01-31,Red,Red2,Redman,UA,Mexico,MEX,Andriod,MoogleAds,-3601.5633216432675
2021-01-31,Red,Red2,Redman,UA,Austria,AUT,iOS,MoogleAds,-2400.7065346177833
2021-01-31,Red,Red2,Redman,UA,France,FRA,Amazon,MoogleAds,-2377.5651688745656
2021-01-31,Red,Red2,Redman,UA,Russia,RUS,Andriod,MoogleAds,-5944.886413223734
2021-01-31,Red,Red2,Redman,UA,Israel,ISR,iOS,MoogleAds,-1194.2439281768566
2021-01-31,Red,Red2,Redman,UA,USA,USA,Amazon,Elevator,-66407.75319273063
2021-01-31,Red,Red2,Redman,UA,Japan,JPN,Andriod,Elevator,-2877.7710710305305
2021-01-31,Red,Red2,Redman,UA,China,CHN,iOS,Elevator,-6673.534694624577
2021-01-31,Red,Red2,Redman,UA,Germany,DEU,Amazon,Elevator,-3819.808316164838
2021-01-31,Red,Red2,Redman,UA,Brazil,BRA,Andriod,Elevator,-952.8395608083663
2021-01-31,Red,Red2,Redman,UA,Argentina,ARG,iOS,Elevator,-1922.0981977780057
2021-01-31,Red,Red2,Redman,UA,Mexico,MEX,Amazon,Elevator,-2874.7743886678595
2021-01-31,Red,Red2,Redman,UA,Austria,AUT,Andriod,Elevator,-1916.3368804101322
2021-01-31,Red,Red2,Redman,UA,France,FRA,iOS,Elevator,-1905.0292225635103
2021-01-31,Red,Red2,Redman,UA,Russia,RUS,Amazon,Elevator,-4748.1756621011755
2021-01-31,Red,Red2,Redman,UA,Israel,ISR,Andriod,Elevator,-952.2105286646575
2021-01-31,Red,Red2,Redman,UA,USA,USA,iOS,Mazemook,-16653.49439713279
2021-01-31,Red,Red2,Redman,UA,Japan,JPN,Amazon,Mazemook,-720.7104679819348
2021-01-31,Red,Red2,Redman,UA,China,CHN,Andriod,Mazemook,-1660.317384341583
2021-01-31,Red,Red2,Redman,UA,Germany,DEU,iOS,Mazemook,-958.3354585989501
2021-01-31,Red,Red2,Redman,UA,Brazil,BRA,Amazon,Mazemook,-238.66247677025925
2021-01-31,Red,Red2,Redman,UA,Argentina,ARG,Andriod,Mazemook,-478.0464311054353
2021-01-31,Red,Red2,Redman,UA,Mexico,MEX,iOS,Mazemook,-718.5532776789809
2021-01-31,Red,Red2,Redman,UA,Austria,AUT,Amazon,Mazemook,-478.1127580156893
2021-01-31,Red,Red2,Redman,UA,France,FRA,Andriod,Mazemook,-479.29983189974007
2021-01-31,Red,Red2,Redman,UA,Russia,RUS,iOS,Mazemook,-1191.3260626993983
2021-01-31,Red,Red2,Redman,UA,Israel,ISR,Amazon,Mazemook,-239.14803988970988
2021-02-28,Red,Red2,Redman,UA,USA,USA,Andriod,MoogleAds,-162727.37466956396
2021-02-28,Red,Red2,Redman,UA,Japan,JPN,iOS,MoogleAds,-6955.092261520324
2021-02-28,Red,Red2,Redman,UA,China,CHN,Amazon,MoogleAds,-16169.442505632636
2021-02-28,Red,Red2,Redman,UA,Germany,DEU,Andriod,MoogleAds,-9215.968748235411
2021-02-28,Red,Red2,Redman,UA,Brazil,BRA,iOS,MoogleAds,-2311.1625624196554
2021-02-28,Red,Red2,Redman,UA,Argentina,ARG,Amazon,MoogleAds,-4639.322388448751
2021-02-28,Red,Red2,Redman,UA,Mexico,MEX,Andriod,MoogleAds,-6942.44224539415
2021-02-28,Red,Red2,Redman,UA,Austria,AUT,iOS,MoogleAds,-4633.977123892879
2021-02-28,Red,Red2,Redman,UA,France,FRA,Amazon,MoogleAds,-4626.195538231092
2021-02-28,Red,Red2,Redman,UA,Russia,RUS,Andriod,MoogleAds,-11650.19158775364
2021-02-28,Red,Red2,Redman,UA,Israel,ISR,iOS,MoogleAds,-2308.759380452188
2021-02-28,Red,Red2,Redman,UA,USA,USA,Amazon,Elevator,-129713.37566503852
2021-02-28,Red,Red2,Redman,UA,Japan,JPN,Andriod,Elevator,-5592.067634719528
2021-02-28,Red,Red2,Redman,UA,China,CHN,iOS,Elevator,-12932.405304053202
2021-02-28,Red,Red2,Redman,UA,Germany,DEU,Amazon,Elevator,-7446.265175501913
2021-02-28,Red,Red2,Redman,UA,Brazil,BRA,Andriod,Elevator,-1847.7947121627597
2021-02-28,Red,Red2,Redman,UA,Argentina,ARG,iOS,Elevator,-3695.8615787599547
2021-02-28,Red,Red2,Redman,UA,Mexico,MEX,Amazon,Elevator,-5595.206128252345
2021-02-28,Red,Red2,Redman,UA,Austria,AUT,Andriod,Elevator,-3704.1508850273935
2021-02-28,Red,Red2,Redman,UA,France,FRA,iOS,Elevator,-3734.421985478346
2021-02-28,Red,Red2,Redman,UA,Russia,RUS,Amazon,Elevator,-9211.340339700142
2021-02-28,Red,Red2,Redman,UA,Israel,ISR,Andriod,Elevator,-1867.4704254937635
2021-02-28,Red,Red2,Redman,UA,USA,USA,iOS,Mazemook,-32660.524145021504
2021-02-28,Red,Red2,Redman,UA,Japan,JPN,Amazon,Mazemook,-1391.7526098069388
2021-02-28,Red,Red2,Redman,UA,China,CHN,Andriod,Mazemook,-3239.9424639456824
2021-02-28,Red,Red2,Redman,UA,Germany,DEU,iOS,Mazemook,-1843.845487208835
2021-02-28,Red,Red2,Redman,UA,Brazil,BRA,Amazon,Mazemook,-465.48640019347584
2021-02-28,Red,Red2,Redman,UA,Argentina,ARG,Andriod,Mazemook,-928.1100634267832
2021-02-28,Red,Red2,Redman,UA,Mexico,MEX,iOS,Mazemook,-1384.829523168718
2021-02-28,Red,Red2,Redman,UA,Austria,AUT,Amazon,Mazemook,-924.7604966824813
2021-02-28,Red,Red2,Redman,UA,France,FRA,Andriod,Mazemook,-928.26537060516
2021-02-28,Red,Red2,Redman,UA,Russia,RUS,iOS,Mazemook,-2310.568340677069
2021-02-28,Red,Red2,Redman,UA,Israel,ISR,Amazon,Mazemook,-461.50257751513186
2021-03-31,Red,Red2,Redman,UA,USA,USA,Andriod,MoogleAds,-138959.59319444126
2021-03-31,Red,Red2,Redman,UA,Japan,JPN,iOS,MoogleAds,-5924.42309204635
2021-03-31,Red,Red2,Redman,UA,China,CHN,Amazon,MoogleAds,-13942.362199956457
2021-03-31,Red,Red2,Redman,UA,Germany,DEU,Andriod,MoogleAds,-7928.178296723453
2021-03-31,Red,Red2,Redman,UA,Brazil,BRA,iOS,MoogleAds,-1990.6243867566488
2021-03-31,Red,Red2,Redman,UA,Argentina,ARG,Amazon,MoogleAds,-3947.9542931249043
2021-03-31,Red,Red2,Redman,UA,Mexico,MEX,Andriod,MoogleAds,-5936.21232486416
2021-03-31,Red,Red2,Redman,UA,Austria,AUT,iOS,MoogleAds,-3950.1053583321154
2021-03-31,Red,Red2,Redman,UA,France,FRA,Amazon,MoogleAds,-3952.580525947511
2021-03-31,Red,Red2,Redman,UA,Russia,RUS,Andriod,MoogleAds,-9977.334578677952
2021-03-31,Red,Red2,Redman,UA,Israel,ISR,iOS,MoogleAds,-1994.224042067385
2021-03-31,Red,Red2,Redman,UA,USA,USA,Amazon,Elevator,-111575.79372026505
2021-03-31,Red,Red2,Redman,UA,Japan,JPN,Andriod,Elevator,-4794.61627000134
2021-03-31,Red,Red2,Redman,UA,China,CHN,iOS,Elevator,-11055.716472623011
2021-03-31,Red,Red2,Redman,UA,Germany,DEU,Amazon,Elevator,-6370.803078072108
2021-03-31,Red,Red2,Redman,UA,Brazil,BRA,Andriod,Elevator,-1582.5369976372122
2021-03-31,Red,Red2,Redman,UA,Argentina,ARG,iOS,Elevator,-3160.2101050951555
2021-03-31,Red,Red2,Redman,UA,Mexico,MEX,Amazon,Elevator,-4756.5000231360245
2021-03-31,Red,Red2,Redman,UA,Austria,AUT,Andriod,Elevator,-3164.6125919903543
2021-03-31,Red,Red2,Redman,UA,France,FRA,iOS,Elevator,-3177.594727282106
2021-03-31,Red,Red2,Redman,UA,Russia,RUS,Amazon,Elevator,-7967.648623933309
2021-03-31,Red,Red2,Redman,UA,Israel,ISR,Andriod,Elevator,-1579.7272217400593
2021-03-31,Red,Red2,Redman,UA,USA,USA,iOS,Mazemook,-27760.408716032674
2021-03-31,Red,Red2,Redman,UA,Japan,JPN,Amazon,Mazemook,-1184.7772419546523
2021-03-31,Red,Red2,Redman,UA,China,CHN,Andriod,Mazemook,-2773.580085016338
2021-03-31,Red,Red2,Redman,UA,Germany,DEU,iOS,Mazemook,-1598.7771311419663
2021-03-31,Red,Red2,Redman,UA,Brazil,BRA,Amazon,Mazemook,-397.93857390806363
